City,Neighbourhood,Address,Property Type,Duration on market,Beds,Baths,Price,total_hours
Toronto,Westminster-Branson,904-10 Torresdale Avenue,Condo,12 days 00:00:00,2,2,849000,288.0
Fort Erie,No data,1194 Bertie Street,House,12 days 00:00:00,4,1,899000,288.0
Toronto,Willowdale East,99 Sheppard Avenue E,House,12 days 00:00:00,3,2,3300000,288.0
Toronto,Willowdale East,97 Sheppard Avenue E,House,12 days 00:00:00,3,2,3300000,288.0
Toronto,Mimico,3305-2212 Lake Shore Boulevard,Condo,12 days 00:00:00,1,1,739900,288.0
Toronto,Lansing-Westgate,PH2-100 Upper Madison Avenue,Condo,12 days 00:00:00,3,3,1699900,288.0
Toronto,Waterfront Communities C1,916-19 Bathurst Street,Condo,12 days 00:00:00,1,1,668000,288.0
Toronto,Caledonia-Fairbank,421 Gilbert Avenue,House,12 days 00:00:00,2,2,1199000,288.0
Vaughan,Patterson,50 Laskin Drive,Townhouse,12 days 00:00:00,3,5,1729888,288.0
Toronto,Junction Area,BL29-29 Brickworks Lane,Townhouse,12 days 00:00:00,3,4,3500,288.0
Toronto,Waterfront Communities C1,3406-318 Richmond Street W,Condo,12 days 00:00:00,1,1,799000,288.0
Toronto,Kensington-Chinatown,408-11 Soho Street,Condo,0 days 00:00:00,2,2,1098000,128.61731919521478
Toronto,Forest Hill South,202-60 Montclair Avenue,Condo,0 days 00:00:00,2,1,679000,128.61731919521478
Toronto,Downsview-Roding-CFB,6-173 William Duncan Road,Condo,12 days 00:00:00,2,1,779900,288.0
Toronto,Annex,2403-1 Yorkville Avenue,Condo,0 days 00:00:00,1,1,785000,128.61731919521478
Toronto,Westminster-Branson,17 Renoak Drive,House,0 days 00:00:00,5,5,1690000,128.61731919521478
Richmond Hill,Langstaff,SW601-9191 Yonge Street,Condo,0 days 00:00:00,2,2,895000,128.61731919521478
Toronto,L'Amoreaux,109-20 Brookmill Boulevard,Condo,12 days 00:00:00,3,2,849999,288.0
Markham,Legacy,60 Legacy Drive,House,12 days 00:00:00,4,4,1759000,288.0
Toronto,Mount Pleasant West,5305-8 Eglinton Avenue,Condo,12 days 00:00:00,2,2,928000,288.0
Toronto,Roncesvalles,56 Marion Street,House,12 days 00:00:00,5,4,2800000,288.0
Markham,Greensborough,2055 Bur Oak Avenue,Townhouse,12 days 00:00:00,3,3,999000,288.0
Ajax,Central West,141 Elizabeth Street,House,0 days 00:00:00,4,4,1399900,128.61731919521478
Ajax,South East,62 Greenhalf Drive,House,12 days 00:00:00,4,3,999000,288.0
Toronto,Regent Park,602-1 Cole Street,Condo,0 days 07:00:00,2,2,850000,7.0
Toronto,Waterfront Communities C1,311-39 Brant Street,Condo,12 days 00:00:00,1,1,588000,288.0
Lincoln,No data,4254 William Street,House,12 days 00:00:00,5,2,1199000,288.0
Toronto,Birchcliffe-Cliffside,42 Mcintosh Street,House,12 days 00:00:00,2,3,1040000,288.0
Markham,Unionville,213F-8130 Birchmount Road,Condo,12 days 00:00:00,2,2,868000,288.0
Toronto,Willowdale East,2302-21 Hillcrest Avenue,Condo,12 days 00:00:00,1,2,659000,288.0
St. Catharines,No data,2 Breckenridge Boulevard,House,12 days 00:00:00,5,5,1295000,288.0
Vaughan,Patterson,71 Queensbridge Drive,House,0 days 12:00:00,3,4,1485000,12.0
Whitby,Rolling Acres,80 Rolling Acres Drive,House,12 days 00:00:00,5,5,1499000,288.0
Oshawa,Samac,1612 Norwill Crescent,House,12 days 00:00:00,3,2,849000,288.0
Toronto,Mimico,3901-2212 Lake Shore Boulevard W,Condo,0 days 00:00:00,2,2,898000,128.61731919521478
Whitby,Taunton North,12 Pineway Court,House,0 days 00:00:00,2,2,1299000,128.61731919521478
Toronto,Rosedale-Moore Park,43 Whitehall Road,Townhouse,0 days 00:00:00,6,3,2900000,128.61731919521478
Vaughan,Lakeview Estates,712-2 Maison Parc Crescent,No data,12 days 00:00:00,1,1,699000,288.0
Niagara Falls,No data,2341 Terravita Drive,House,12 days 00:00:00,3,4,1799000,288.0
Markham,Berczy,206 Madison Heights Boulevard,House,0 days 07:00:00,3,4,1599800,7.0
Oshawa,Pinecrest,759 Elderberry Drive,Townhouse,12 days 00:00:00,3,2,779000,288.0
Toronto,Cliffcrest,3-7 Brimley Road,Condo,12 days 00:00:00,2,2,849000,288.0
Toronto,Guildwood,33 Guildpark Pathway,Townhouse,12 days 00:00:00,3,3,949000,288.0
Pickering,Town Centre,112-1555 Kingston Road,Condo,0 days 00:00:00,2,3,697800,128.61731919521478
Toronto,Maple Leaf,316 Maple Leaf Drive,House,12 days 00:00:00,3,2,1699000,288.0
Vaughan,Glen Shields,6 Torino Place,House,12 days 00:00:00,3,3,1598000,288.0
Prince Edward County,Picton,56 Markland Avenue,Townhouse,12 days 00:00:00,3,3,750000,288.0
Clarington,Newcastle,49 Bridges Drive,House,12 days 00:00:00,3,4,799900,288.0
Toronto,Birchcliffe-Cliffside,23 Haddon Avenue,House,12 days 00:00:00,3,2,1250000,288.0
Niagara-on-the-lake,No data,3 Brock Street,Townhouse,12 days 00:00:00,2,4,839000,288.0
Oshawa,Centennial,228 Sherwood Court,House,0 days 00:00:00,4,4,1399900,128.61731919521478
Toronto,Parkwoods-Donalda,1812-18 Graydon Hall Drive,Condo,12 days 00:00:00,1,1,755000,288.0
St. Catharines,E. Chester,242 Oakdale Unit #117 Avenue,Condo,12 days 00:00:00,2,1,325000,288.0
Toronto,Wexford-Maryvale,607-2152 Lawrence Avenue E,Condo,12 days 00:00:00,2,2,648000,288.0
Markham,Cedarwood,303 Elson Street,Townhouse,12 days 00:00:00,3,3,1299900,288.0
Vaughan,Rural Vaughan,2 Greystone Gate,House,12 days 00:00:00,4,3,2698000,288.0
Pickering,Rural Pickering,405-1148 Dragonfly Avenue,Condo,12 days 00:00:00,3,3,799900,288.0
Toronto,Westminster-Branson,TH 14-25 Coneflower Crescent,Condo,12 days 00:00:00,3,3,888000,288.0
Toronto,Victoria Village,129 Wigmore Drive,House,12 days 00:00:00,3,2,1580000,288.0
Richmond Hill,Rouge Woods,31 Copperstone Crescent,Townhouse,12 days 00:00:00,3,4,1495000,288.0
Toronto,West Hill,519-4064 Lawrence Avenue E,Condo,12 days 00:00:00,3,2,509900,288.0
Toronto,Yonge-Eglinton,2313-33 Helendale Avenue,Condo,12 days 00:00:00,1,1,799999,288.0
Markham,Wismer,49 Barnstone Drive,House,0 days 08:00:00,3,3,1690000,8.0
Toronto,Willowdale East,1809-35 Empress Avenue,Condo,12 days 00:00:00,2,2,799000,288.0
Toronto,Bay Street Corridor,2316-386 Yonge Street,Condo,12 days 00:00:00,2,2,899000,288.0
Toronto,Waterfront Communities C1,315-55 Harbour Square,Condo,12 days 00:00:00,2,2,1150000,288.0
Toronto,Bridle Path-Sunnybrook-York Mills,1-40 Hargrave Lane,Condo,12 days 00:00:00,2,3,1299000,288.0
Toronto,Waterfront Communities C8,3801-16 Bonnycastle Street,Condo,12 days 00:00:00,1,1,758000,288.0
Toronto,Roncesvalles,2179 Dundas Street W,House,0 days 00:00:00,5,3,1399000,128.61731919521478
Vaughan,Patterson,19 Ascalon Drive,Townhouse,12 days 00:00:00,3,3,1538800,288.0
Markham,Cathedraltown,23 Victor Herbert Way,Condo,12 days 00:00:00,3,4,1495500,288.0
Markham,Cornell,73 Windyton Avenue,No data,12 days 00:00:00,4,4,1788000,288.0
Toronto,Wychwood,1184 Ossington Avenue,Townhouse,0 days 00:00:00,5,5,1729998,128.61731919521478
Toronto,Waterfront Communities C1,307-50 Bruyeres Mews,No data,12 days 00:00:00,1,1,639000,288.0
Clarington,Rural Clarington,1498 Taunton Road E,House,0 days 00:00:00,4,3,1399999,128.61731919521478
Clarington,Bowmanville,14 Ross Wright Avenue,House,0 days 00:00:00,4,4,1575000,128.61731919521478
Oshawa,Lakeview,88 Wellington Avenue W,House,12 days 00:00:00,3,2,699900,288.0
Toronto,Newtonbrook East,911-39 Pemberton Avenue,Condo,12 days 00:00:00,2,2,779000,288.0
Toronto,Downsview-Roding-CFB,125 Stanley Greene Boulevard,Townhouse,0 days 00:00:00,3,4,1149900,128.61731919521478
Toronto,York University Heights,58 Frankton Crescent,Townhouse,0 days 00:00:00,3,2,999000,128.61731919521478
Toronto,Milliken,4 Moorehouse Drive,Townhouse,12 days 00:00:00,3,3,899999,288.0
Toronto,Willowdale East,315 Grandview Way,Condo,12 days 00:00:00,2,2,1099000,288.0
Richmond Hill,Devonsleigh,9 Cedarhurst Drive,House,0 days 00:00:00,3,3,1465000,128.61731919521478
Oshawa,O'Neill,124 Ontario Street,House,12 days 00:00:00,4,2,699000,288.0
Toronto,Milliken,14 Phalen Crescent,Townhouse,12 days 00:00:00,3,2,929000,288.0
Oshawa,McLaughlin,880 Bourne Crescent,Townhouse,12 days 00:00:00,4,3,899000,288.0
Toronto,Mimico,2108-251 Manitoba Street,Condo,13 days 00:00:00,2,2,839900,312.0
Markham,Angus Glen,31 Royal West Road,House,13 days 00:00:00,4,5,3299000,312.0
Toronto,Malvern,59 Gateforth Drive,House,13 days 00:00:00,4,4,1399900,312.0
Richmond Hill,Langstaff,NW603-9201 Yonge Street,Condo,13 days 00:00:00,1,1,724800,312.0
Vaughan,Brownridge,63 Mcmorran Crescent,House,13 days 00:00:00,4,4,1949000,312.0
Toronto,Bedford Park-Nortown,110 Lawrence Avenue W,House,13 days 00:00:00,2,3,1349900,312.0
Toronto,Willowdale West,LPH605-5162 Yonge Street,Condo,13 days 00:00:00,1,1,699000,312.0
Toronto,Henry Farm,213-38 Forest Manor Road,Condo,13 days 00:00:00,2,2,849990,312.0
Welland,No data,286 Martin Street,House,13 days 00:00:00,2,3,850000,312.0
Markham,Wismer,1907-9506 Markham Road,Condo,13 days 00:00:00,1,1,768000,312.0
Toronto,Waterfront Communities C1,314-295 Adelaide Street W,Condo,13 days 00:00:00,2,2,1038888,312.0
Toronto,High Park-Swansea,614-2 Old Mill Drive,Condo,0 days 00:00:00,1,1,849000,128.61731919521478
Toronto,Agincourt South-Malvern West,2117-135 Village Green Square,Condo,13 days 00:00:00,3,2,799999,312.0
Toronto,Mount Pleasant West,215-70 Roehampton Avenue,Condo,13 days 00:00:00,2,3,1349000,312.0
Toronto,Tam O'Shanter-Sullivan,28 Nortonville Drive,House,0 days 00:00:00,4,4,1399900,128.61731919521478
Fort Erie,Crescent Park,18 King Street,Townhouse,13 days 00:00:00,3,3,2500,312.0
Pickering,Bay Ridges,788 Balaton Avenue,House,13 days 00:00:00,3,2,1375000,312.0
Toronto,Bedford Park-Nortown,330 Douglas Avenue,House,0 days 00:00:00,4,5,2888000,128.61731919521478
Oshawa,Eastdale,535 Fleetwood Drive,House,0 days 00:00:00,4,4,1449000,128.61731919521478
Toronto,Westminster-Branson,155 Dollery Court,Townhouse,0 days 00:00:00,3,3,999000,128.61731919521478
Toronto,Church-Yonge Corridor,410-55 Lombard Street,Condo,0 days 00:00:00,2,3,1235000,128.61731919521478
Ridgeway,Crystal Beach / Ridgeway,195 Burleigh Road,House,0 days 00:00:00,2,3,1124900,128.61731919521478
Toronto,Woburn,PH307-1 Lee Centre Drive,Condo,13 days 00:00:00,2,2,599900,312.0
Toronto,Agincourt South-Malvern West,1103-125 Village Green Square,Condo,13 days 00:00:00,3,2,760000,312.0
Toronto,Niagara,906-231 Fort York Boulevard,Condo,13 days 00:00:00,1,1,729000,312.0
Ajax,Central West,114 Kearney Drive,House,13 days 00:00:00,4,3,1199000,312.0
Oshawa,Centennial,100-1133 Ritson Road,No data,13 days 00:00:00,3,2,649000,312.0
Toronto,Downsview-Roding-CFB,9-55 Thomas Mulholland Drive,Townhouse,13 days 00:00:00,5,4,1389850,312.0
Toronto,Mount Pleasant West,602-89 Dunfield Avenue,Condo,13 days 00:00:00,1,1,684900,312.0
Toronto,Forest Hill South,TH 103-6 Parkwood Avenue,Condo,13 days 00:00:00,2,3,1499000,312.0
Welland,No data,10 Churchill Avenue,House,13 days 00:00:00,2,1,524900,312.0
Richmond Hill,Rouge Woods,189 Forestwood Street,House,13 days 00:00:00,3,4,1948000,312.0
Clarington,Courtice,118 Ferris Square,Townhouse,13 days 00:00:00,3,4,925000,312.0
Oshawa,Lakeview,366 Dwight Avenue,Townhouse,13 days 00:00:00,4,2,549900,312.0
Toronto,Church-Yonge Corridor,5310-197 Yonge Street,Condo,13 days 00:00:00,1,1,849900,312.0
Markham,Unionville,33 Eureka Street,House,13 days 00:00:00,4,5,3298000,312.0
Toronto,Woburn,9 Aveline Crescent,House,13 days 00:00:00,3,4,1089000,312.0
Toronto,Trinity-Bellwoods,58 Palmerston Avenue,Townhouse,13 days 00:00:00,3,2,1679000,312.0
Toronto,Forest Hill South,523 Vesta Drive,House,13 days 00:00:00,4,7,4988800,312.0
Sherkston,Sherkston,4875 Mapleview Crescent,House,13 days 00:00:00,3,1,699900,312.0
Toronto,Leaside,402-25 Malcolm Road,Condo,13 days 00:00:00,2,2,949000,312.0
Pickering,Rosebank,405 Frontier Court,House,0 days 00:00:00,3,3,1599999,128.61731919521478
Toronto,Palmerston-Little Italy,211 Manning Avenue,Townhouse,13 days 00:00:00,3,3,1488800,312.0
Toronto,Trinity-Bellwoods,43 Manning Avenue,Townhouse,13 days 00:00:00,3,2,1099000,312.0
Oshawa,Centennial,100-1330 Trowbridge Drive E,Condo,13 days 00:00:00,3,2,599000,312.0
Richmond Hill,Westbrook,47 Naughton Drive,House,13 days 00:00:00,4,5,1899000,312.0
Toronto,East York,80 Eldon Avenue,House,13 days 00:00:00,3,2,1300000,312.0
Toronto,Newtonbrook East,707-188 Doris Avenue,Condo,13 days 00:00:00,2,2,799000,312.0
Toronto,Rosedale-Moore Park,PH 3705-8 Park Road,Condo,13 days 00:00:00,2,2,889000,312.0
Toronto,Newtonbrook East,708-5785 Yonge Street,Condo,13 days 00:00:00,2,2,749900,312.0
St. Catharines,No data,8 Lundy's Lane,House,13 days 00:00:00,3,1,349000,312.0
Clarington,Newcastle,155 Edward Street W,House,13 days 00:00:00,4,2,885000,312.0
Oshawa,Samac,34-221 Ormond Drive,Condo,13 days 00:00:00,3,2,599000,312.0
Toronto,Bathurst Manor,7 Pannahill Road,House,13 days 00:00:00,3,2,1650000,312.0
Toronto,Kensington-Chinatown,216 Mc Caul Street,Townhouse,13 days 00:00:00,8,11,2290000,312.0
Beamsville,No data,4084 Fracchioni Drive,Townhouse,13 days 00:00:00,3,4,899888,312.0
Toronto,Brookhaven-Amesbury,301-1461 Lawrence Avenue W,Condo,13 days 00:00:00,1,1,558000,312.0
Toronto,Mimico,1604-56 Annie Craig Drive,Condo,13 days 00:00:00,2,1,888800,312.0
Toronto,Church-Yonge Corridor,1011-45 Charles Street E,Condo,13 days 00:00:00,1,2,598000,312.0
Niagara-on-the-lake,Town,94 Prideaux Street,House,13 days 00:00:00,4,7,2895000,312.0
Fort Erie,No data,4259 Niagara Boulevard,House,13 days 00:00:00,3,2,1200000,312.0
Thorold,No data,13330 Lundy's Lane,House,13 days 00:00:00,3,6,1549900,312.0
Markham,Middlefield,90 Featherstone Avenue,House,13 days 00:00:00,4,4,1699900,312.0
Toronto,Danforth Village-East York,381 Mortimer Avenue,House,13 days 00:00:00,3,2,1090000,312.0
Whitby,Port Whitby,80 Harbourside Drive,Townhouse,13 days 00:00:00,3,4,949900,312.0
Markham,Unionville,PH10-32 Clegg Road,Condo,0 days 00:00:00,1,1,739000,128.61731919521478
Toronto,Waterfront Communities C8,720-15 Queens Quay E,Condo,13 days 00:00:00,2,2,1499900,312.0
Toronto,South Riverdale,1429 Dundas Street E,Townhouse,13 days 00:00:00,3,3,999000,312.0
Toronto,Mimico,911-1 Palace Pier Court,Condo,13 days 00:00:00,1,2,895000,312.0
Toronto,Cliffcrest,2958 Kingston Road,House,13 days 00:00:00,6,3,1400000,312.0
Oshawa,Donevan,262 Athabasca Street,House,13 days 00:00:00,4,4,1298000,312.0
Toronto,Trinity-Bellwoods,TH-3-850 Richmond Street W,Condo,0 days 00:00:00,2,2,1888000,128.61731919521478
St. Catharines,W. Ern Hill,9 Westland Street,House,13 days 00:00:00,4,4,899000,312.0
Ridgeville,No data,1584 Lookout Street,No data,0 days 00:00:00,8,5,1729000,128.61731919521478
St. Catharines,No data,9 Wilson Street,House,13 days 00:00:00,3,1,625000,312.0
Welland,No data,362 Crowland Avenue,Townhouse,13 days 00:00:00,2,2,499900,312.0
Markham,Cedarwood,146 Billingsley Crescent,Townhouse,0 days 00:00:00,3,3,1200000,128.61731919521478
Toronto,Oakwood Village,2127 Dufferin Street,Townhouse,13 days 00:00:00,3,2,989900,312.0
Niagara-on-the-lake,No data,4 Firelane 10 Road,House,13 days 00:00:00,2,2,1350000,312.0
Toronto,Willowdale East,8-52 Holmes Avenue,Condo,13 days 00:00:00,2,2,1198800,312.0
Toronto,Willowdale East,128-38 Hollywood Avenue,Condo,0 days 00:00:00,1,1,648000,128.61731919521478
Toronto,Bayview Woods-Steeles,1205-3237 Bayview Avenue,Condo,13 days 00:00:00,2,2,785000,312.0
Markham,Greensborough,29 Fimco Crescent,Townhouse,13 days 00:00:00,3,3,1398000,312.0
Toronto,Waterfront Communities C1,404-36 Charlotte Street,Condo,13 days 00:00:00,2,1,879000,312.0
Toronto,Westminster-Branson,605-1101 Steeles Avenue W,Condo,13 days 00:00:00,2,2,798000,312.0
Toronto,Church-Yonge Corridor,3209-197 Yonge Street,Condo,13 days 00:00:00,3,2,1360000,312.0
Toronto,Yorkdale-Glen Park,67 Bentworth Avenue,House,13 days 00:00:00,2,2,1398880,312.0
Markham,Wismer,50 Dogwood Street,House,13 days 00:00:00,3,3,1690000,312.0
Toronto,Malvern,159 Malvern Street,House,13 days 00:00:00,4,3,1399999,312.0
Beamsville,No data,4497 Garden Gate Terrace,No data,0 days 00:00:00,4,3,1250000,128.61731919521478
Niagara Falls,No data,12-5150 Dorchester Road,Condo,12 days 00:00:00,3,3,738000,288.0
Toronto,Bedford Park-Nortown,269 Haddington Avenue,Townhouse,13 days 00:00:00,6,5,1699000,312.0
Toronto,Mimico,704-251 Manitoba Street,Condo,13 days 00:00:00,2,2,849900,312.0
Vaughan,Uplands,17 Parkway Avenue,House,13 days 00:00:00,4,4,2288000,312.0
Toronto,Clairlea-Birchmount,55 Hollydene Road,House,13 days 00:00:00,4,6,2299000,312.0
Clarington,Bowmanville,67 Connell Lane,Townhouse,13 days 00:00:00,3,3,699000,312.0
Oshawa,Eastdale,1226 Wadebridge Crescent,House,13 days 00:00:00,4,4,1375999,312.0
Toronto,West Hill,26 Camps Lane,Townhouse,13 days 00:00:00,3,3,999000,312.0
Richmond Hill,Observatory,LPH17-9471 Yonge Street,Condo,0 days 12:00:00,1,2,799000,12.0
Markham,Berczy,7 Manila Avenue,House,0 days 07:00:00,4,6,2577000,7.0
Ajax,Northwest Ajax,168 Hurst Drive,Townhouse,0 days 00:00:00,3,4,899000,128.61731919521478
Toronto,Waterfront Communities C8,N104-455 Front Street E,Condo,13 days 00:00:00,1,1,609000,312.0
Toronto,East End-Danforth,18 Hannaford Street,Townhouse,13 days 00:00:00,4,2,999999,312.0
Toronto,St. Andrew-Windfields,118 York Mills Road,House,13 days 00:00:00,3,3,1988000,312.0
Toronto,Downsview-Roding-CFB,606-50 George Butchart Drive,Condo,13 days 00:00:00,1,1,649800,312.0
Toronto,Mimico,3207-20 Shore Breeze Drive,Condo,0 days 00:00:00,2,2,1395000,128.61731919521478
Toronto,Malvern,14-50 Blackwell Avenue,Condo,0 days 00:00:00,4,2,899000,128.61731919521478
Toronto,Waterfront Communities C1,4901-88 Harbour Street,Condo,13 days 00:00:00,1,1,789000,312.0
Toronto,Mount Pleasant West,1713-101 Erskine Avenue,Condo,13 days 00:00:00,1,1,689000,312.0
Toronto,York University Heights,15 Candlewood Crescent,House,0 days 11:00:00,3,3,1389000,11.0
Richmond Hill,Oak Ridges Lake Wilcox,30 Barnwood Drive,Townhouse,13 days 00:00:00,3,3,1379900,312.0
Clarington,Bowmanville,102 King William Way,Townhouse,0 days 06:00:00,3,3,699900,6.0
Toronto,Bayview Village,5 Alamosa Drive,House,13 days 00:00:00,3,4,1888000,312.0
Toronto,No data,8 Charlotte Street,No data,0 days 00:00:00,3,3,2499500,128.61731919521478
Whitby,Port Whitby,19 Channel Drive,House,13 days 00:00:00,4,4,1800000,312.0
Ajax,Central,21 Trawley Crescent,House,13 days 00:00:00,3,2,899500,312.0
Toronto,Willowdale East,280 Kingsdale Avenue,House,0 days 00:00:00,4,4,2988000,128.61731919521478
Richmond Hill,Langstaff,1605-75 Oneida Crescent,Condo,13 days 00:00:00,3,2,1355000,312.0
Toronto,Mimico,65 Struthers Street,House,0 days 00:00:00,3,5,2489000,128.61731919521478
Whitby,Williamsburg,6 Highgrove Court,House,13 days 00:00:00,3,3,1199000,312.0
Toronto,Bendale,1406-60 Brian Harrison Way,Condo,13 days 00:00:00,1,1,499000,312.0
Toronto,Newtonbrook East,208-29 Pemberton Avenue,Condo,13 days 00:00:00,2,2,719000,312.0
Toronto,Waterfront Communities C1,2110-17 Bathurst Street,Condo,13 days 00:00:00,1,1,698000,312.0
Toronto,Englemount-Lawrence,304-55 Neptune Drive,Condo,13 days 00:00:00,1,1,349000,312.0
Wainfleet,No data,10155 Cement Road,House,13 days 00:00:00,1,3,2499000,312.0
Toronto,South Riverdale,1007 Dundas Street E,Townhouse,13 days 00:00:00,2,2,1248000,312.0
Toronto,Newtonbrook West,29 Goulding Avenue,House,13 days 00:00:00,1,1,1950000,312.0
Oshawa,McLaughlin,258 Nipigon Street,House,13 days 00:00:00,1,2,999900,312.0
Toronto,Church-Yonge Corridor,3305-50 Charles Street,Condo,13 days 00:00:00,2,1,1018000,312.0
Oshawa,Vanier,365 Elmgrove Avenue,House,13 days 00:00:00,2,2,698800,312.0
Toronto,Flemingdon Park,804-100 Leeward Glwy,Condo,13 days 00:00:00,3,2,799000,312.0
Markham,Markville,14 Eugenia Court,House,13 days 00:00:00,3,2,1338000,312.0
Toronto,Agincourt North,69 Rooksnest Trail,Townhouse,13 days 00:00:00,3,3,899000,312.0
Oshawa,Central,160 Chadburn Street,House,13 days 00:00:00,2,2,749900,312.0
Whitby,Downtown Whitby,3-2-540 Mary Street E,Condo,13 days 00:00:00,3,1,499999,312.0
Toronto,Waterfront Communities C1,3205-8 Charlotte Street,Condo,13 days 00:00:00,3,3,2499500,312.0
Toronto,Waterfront Communities C8,414-15 Lower Jarvis Street,Condo,13 days 00:00:00,1,1,650000,312.0
Toronto,Bayview Village,G10-7 Kenaston Gardens,Condo,13 days 00:00:00,1,1,588000,312.0
Toronto,Annex,1701-1 Yorkville Avenue,Condo,13 days 00:00:00,2,2,2188000,312.0
Toronto,Bay Street Corridor,3410-1 King Street W,Condo,13 days 00:00:00,1,1,595000,312.0
Whitby,Lynde Creek,17 Bateman Court,House,0 days 00:00:00,4,3,1469000,128.61731919521478
Toronto,Bay Street Corridor,4605-311 Bay Street,Condo,13 days 00:00:00,2,3,3495800,312.0
Vaughan,Uplands,228 Glenforest Drive,House,0 days 10:00:00,4,4,1999000,10.0
Whitby,Rural Whitby,02-108 Ogston Crescent,Townhouse,13 days 00:00:00,4,3,1300000,312.0
Toronto,Lawrence Park South,521 Briar Hill Avenue,House,13 days 00:00:00,3,2,2395000,312.0
St. Catharines,Lakeport,401-57 Lakeport Road,Condo,13 days 00:00:00,2,2,1277999,312.0
Whitby,Pringle Creek,76-10 Bassett Boulevard,Condo,13 days 00:00:00,3,2,849900,312.0
Vaughan,Patterson,160 Huntingfield Street,House,0 days 00:00:00,4,4,1798000,128.61731919521478
Toronto,Mount Pleasant East,194 Broadway Avenue,Townhouse,13 days 00:00:00,3,2,1699999,312.0
Toronto,Downsview-Roding-CFB,26-39 John Perkins Bull Drive,Condo,13 days 00:00:00,3,3,899999,312.0
Toronto,Bathurst Manor,1103-100 Canyon Avenue,Condo,13 days 00:00:00,2,2,645000,312.0
Toronto,Clanton Park,E312-555 Wilson Avenue,Condo,13 days 00:00:00,1,1,659000,312.0
